,Pub Date,Headline+abstract,predicted
197,2013-07-17,"The Demanding Off-Hour Escapes of China’s High-Tech Workers : Young people who work making iPhones and other electronic devices in China flock to nightclubs in their time off, desperately trying to enjoy the present as they strive for a better future.",1.0
193,2013-07-18,"Pushing the Right Buttons : Apple’s steps to reimagine television, like teaming up with ESPN, stand in stark contrast to efforts by Google to compete with established companies.",1.0
192,2013-07-18,"Daily Report: Apple Works With TV Industry on ‘Grand Vision’ : Apple is working with distributors and producers of TV programming in its efforts to reimagine television as it did the cellphone, Brian Stelter reports in The New York Times.",1.0
194,2013-07-19,"Why the Surface RT Failed and the iPad Did Not : At first glance, the Apple iPad and Microsoft Surface RT tablet computer look somewhat similar. But the Surface RT has not sold well. Here’s a theory why.",0.0
190,2013-07-19,"Apple Buys 2 Mapping Companies : Apple confirmed on Friday that it had bought the mapping start-ups HopStop and Locationary, giving Apple more expertise in an area where it has struggled.",2.0
191,2013-07-20,"From Apple to Nest Labs,  Always a Designer : After years of work at Apple, designing iPods and iPhones, the founder of Nest Labs now makes a self-programming thermostat that enables homeowners to save energy.",2.0
200,2013-07-23,"Apple Tops Expectations on Strong iPhone Sales : The company said it had $6.9 billion in profit in the latest quarter, when it sold 31.2 million iPhones and 14.6 million iPads.",2.0
204,2013-07-24,"Daily Report: Apple Earnings Beat Expectations Despite Weaker Sales in China : Although Apple reported lagging sales in some large overseas markets, investors did not seem to mind, pushing shares up in late trading.",2.0
209,2013-07-26,"Installing Windows Updates, Automatic or Manually : Tips for software updates and scroll bars on the Mac.",1.0
205,2013-07-27,"Smartphone Rivals : Apple and Samsung are locked in a global struggle for dominance of the smartphone market. Samsung, though a bigger company, is only now deriving more profit from cellphones than Apple does.",0.0
207,2013-07-28,"PC Industry Fights to Adapt as Tablets Muscle In : While sales of PCs to businesses remain steady, demand among consumers has plunged, largely because people are instead buying iPads, Kindle Fires and other tablets.",0.0
206,2013-07-29,"A Day in the Life of My iPhone : In a single day we use dozens of apps to pay for things, check the weather and set up appointments. Here is a list of the apps Nick Bilton uses throughout a single day.",1.0
202,2013-07-29,"Longtime Apple Leader Drops Out of Executive Team : Bob Mansfield, a longtime top executive at Apple, has switched to a role working on special projects at the company.",1.0
201,2013-07-30,"Apple Sued by Former Retail Workers for Unpaid Wages : Apple designs its retail stores to be a seamless shopping experience, where a customer can pick up a MacBook and be out of the store in minutes. But some of Apple’s former retail employees say working at the stores was less than smooth.",0.0
215,2013-08-02,"U.S. Proposes Solutions for Apple’s E-Book Price-Fixing : In July, the government won its antitrust lawsuit accusing Apple of fixing prices of e-books. Now, it wants to use its victory to discipline Apple in other markets where it does business, like movies, music and TV shows.",0.0
212,2013-08-03,Obama Administration Overturns Ban on Apple Products : The Obama administration has vetoed a product ban that would have forced Apple to stop selling some iPhones and iPads in the United States.,2.0
216,2013-08-09,"Trade Commission Orders Ban on Some Samsung Products : The International Trade Commission upheld a preliminary finding that Samsung’s mobile products had violated two Apple patents. The decision, unless vetoed by President Obama, will result in an import ban on some devices.",0.0
213,2013-08-09,Daily Report: Patent Case May Give Apple an Advantage : The federal International Trade Commission is expected to say on Friday whether it will uphold a preliminary finding that Samsung mobile products violated a handful of Apple patents.,1.0
211,2013-08-09,"Patent Case Has Potential to Give Apple the Upper Hand : If the International Trade Commission decides on Friday that Samsung violated Apple patents, it could give Apple significant power in other patent feuds.",2.0
210,2013-08-09,Apple Pays Dearly for Price-Fixing : The Justice Department wants to restore competition in the e-book market. But it has not addressed the bigger anticompetitive force that is Amazon.,0.0
214,2013-08-10,Judge Considers Limits on Apple’s Future E-Book Deals : A proposal that would force Apple to negotiate with publishers one at a time is an attempt to prevent the company and big publishers from collusion.,0.0
224,2013-08-13,"What Analysts Expect From the Next iPhones : In an anticipation of a possible iPhone release this fall, analysts are predicting changes to the iPhone’s size and its software.",1.0
221,2013-08-13,"Icahn Says He Has Large Stake in Apple : “Had a nice conversation with Tim Cook today,” the long-time activist investor posted on Twitter, as shares of Apple surged.",2.0
228,2013-08-13,"Today’s Scuttlebot: Larry Ellison on Apple Going Down and Google’s ‘Evil’ Things : The New York Times’s staff scours the Web for interesting and peculiar items. Tuesday’s selections include a video interview with Charlie Rose in which Larry Ellison, Oracle’s chief executive, sees a dark future for Apple without Steve Jobs.",0.0
220,2013-08-14,"Icahn’s Plans for Apple Could Benefit Shareholders : Mr. Icahn’s message to Apple was clear: it should buy back more stock and fast. It would be a smart, relatively effortless move, the author writes.",2.0
227,2013-08-15,"Portrait of the Artist Behind Apple : The historical record is stretched in “Jobs,” a biopic about Steve Jobs directed by Joshua Michael Stern and starring Ashton Kutcher.",1.0
223,2013-08-17,"Tech Love Isn’t Forever : So, you think you and your iPhone are inseparable?",1.0
233,2013-08-22,"Icahn Tweets Dinner Plans With Apple’s Chief, and Investors Applaud : Despite the hullabaloo over the Nasdaq stock market’s failure on Thursday afternoon, traders remained fixated squarely on Apple’s then-frozen stock price. Why? Because Carl C. Icahn had taken to Twitter again.",2.0
230,2013-08-24,"Apple and Microsoft, Then and Now : Under Steven A. Ballmer’s leadership for the last 13 years, Microsoft has struggled to transition from a PC-driven company, to a mobile-centric one. Apple, once its biggest competitor, has done the complete opposite.",0.0
239,2013-08-24,"Needed at Microsoft: A Catch-Up Artist : For Steve Ballmer’s eventual successor, the challenges are many. Some of the same factors that helped Microsoft in the PC market are working against it as it tries to catch Google and Apple.",0.0
237,2013-08-27,"Cooking With a New Computer : Unless a specific program is needed — say, one for creating a cookbook — choosing between Mac or Windows is a matter of preference.",1.0
231,2013-08-28,Judge Wants Narrow Focus in Apple Price-Fixing Penalty : Judge Denise Cote said she wanted the punishment “to rest as lightly as possible on the way Apple runs its business.”,1.0
235,2013-08-28,"90 Seconds With Pogue: Parallels Access : The Times’s David Pogue reviews Parallels Access, an iPad app that allows a user to remotely control a desktop or laptop computer.",1.0
232,2013-08-30,Apple Expands iPhone Trade-In Program to Its Stores : Apple is trying to give people another reason to come to its elegant retail stores. Customers with older iPhones and trade it in for store credit toward a new iPhone.,2.0
234,2013-08-30,"A New Program for Old iPhones : Jon Fortt of CNBC reported on a program announced Friday that allows iPhone owners to trade-in their devices at Apple retail stores, expanding a program that was previously only offered online.",1.0
249,2013-09-04,"Daily Report: Microsoft Seeks to Emulate Apple’s Revival With Nokia Purchase : Microsoft’s predicament is reminiscent of Apple’s in the early 1990s: high-quality products overlooked in a marketplace saturated by competitors, Nick Wingfield reports.",1.0
