Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2017-02-20T12:33:11+0000,From ‘Hotline Bling’ to ‘Orange Is the New Black’: 5 Awards Category Disputes,Drake’s complaint about the Grammys calling his song rap recalls other arguments about how to classify performers and shows.,“Hotline Bling” is not a rap song.,Drake’s complaint about the Grammys calling his song rap recalls other arguments about how to classify performers and shows.,The New York Times,https://www.nytimes.com/2017/02/20/arts/drake-hotline-bling-grammys-rap.html
2017-02-15T13:10:38+0000,California Today: Why Does It Cost So Much to Live in California?,"Wednesday: The high cost of housing, the state’s aging dams, and a glimpse of Los Angeles’s lowrider subculture.",Good morning.,"Wednesday: The high cost of housing, the state’s aging dams, and a glimpse of Los Angeles’s lowrider subculture.",The New York Times,https://www.nytimes.com/2017/02/15/us/california-today-housing-costs.html
2017-02-27T20:13:24+0000,Buffett’s $1 Trillion Target for Apple Is in Sight,"The billionaire investor bought even more shares of Apple, maker of the iPhone, reckoning it will be the first company with a 13-digit valuation.","Warren Buffett’s $1 trillion target for the iPhone maker Apple is in sight. Mr. Buffett, the Berkshire Hathaway boss, has bought more stock in Apple — whose market capitalization at Friday’s closing price was $717 billion — and reckons it may become the first company with a 13-digit valuation. Breakingviews first suggested that back in 2011. Growth has slowed, but the company still looks undervalued.","The billionaire investor bought even more shares of Apple, maker of the iPhone, reckoning it will be the first company with a 13-digit valuation.",The New York Times,https://www.nytimes.com/2017/02/27/business/dealbook/buffett-apple-trillion-dollar-valuation.html
2017-02-22T16:10:37+0000,How to Decide Which Headphones to Buy (Hint: Not Apple’s AirPods),"With so many choices available, shopping for earphones can be daunting. A headphone editor suggests buying two cheaper pairs suited to different needs.","Shopping for consumer electronics can get overwhelming. The staff of The Wirecutter and The Sweethome, product review websites owned by The New York Times, do the hard work of narrowing down the options. We spoke with Lauren Dragan, the headphone editor, about — what else? — headphones. ","With so many choices available, shopping for earphones can be daunting. A headphone editor suggests buying two cheaper pairs suited to different needs.",The New York Times,https://www.nytimes.com/2017/02/22/technology/personaltech/how-to-decide-which-headphones-to-buy-hint-not-apples-airpods.html
2017-02-27T02:00:04+0000,"Guilty Plea Coming From Takata, and G.D.P. Estimate Will Be Revised","A federal court appearance is scheduled Monday for the Japanese company whose airbags have been linked to 11 deaths, and the Commerce Department will update its fourth-quarter economic growth figure.",Here’s a look at what’s coming up this week.,"A federal court appearance is scheduled Monday for the Japanese company whose airbags have been linked to 11 deaths, and the Commerce Department will update its fourth-quarter economic growth figure.",The New York Times,https://www.nytimes.com/2017/02/26/business/guilty-plea-coming-from-takata-and-gdp-estimate-will-be-revised.html
2017-02-24T16:54:05+0000,Automatic Update Headaches,System software updates — and upgrade problems — are not a Windows-only issue. Apple upgrades have caused disruptions for Mac users.,"Q. Microsoft seems to update Windows 10 constantly and it results in computer freezes and other issues for me. If I wanted to switch, is there a real advantage to Apple software as opposed to Microsoft?",System software updates — and upgrade problems — are not a Windows-only issue. Apple upgrades have caused disruptions for Mac users.,The New York Times,https://www.nytimes.com/2017/02/24/technology/personaltech/automatic-update-headaches.html
2017-02-25T14:00:06+0000,Farhad’s and Brian’s Week in Tech: Uber’s Very Bad Month,"The ride-sharing company lurches from scandal to scandal to scandal, and Apple is set to open a very round new office.","Each Saturday, Farhad Manjoo and Mike Isaac, technology reporters at The New York Times, review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry. This week, Brian X. Chen, the Times’s personal technology writer, filled in for Mike.","The ride-sharing company lurches from scandal to scandal to scandal, and Apple is set to open a very round new office.",The New York Times,https://www.nytimes.com/2017/02/25/technology/farhads-and-brians-week-in-tech-ubers-very-bad-month.html
2017-02-22T16:49:28+0000,Making Your Phone Take Dictation,"When you get a flash of inspiration away from your desk, have your smartphone convert your spoken words into text files for later use.","Q. I am a writer and ideas for stories come to me at the most inopportune times. I usually end up making voice memos on my iPhone, but in the end I really need to transcribe them to text. Is there an effective and efficient app to automatically transcribe voice recordings?","When you get a flash of inspiration away from your desk, have your smartphone convert your spoken words into text files for later use.",The New York Times,https://www.nytimes.com/2017/02/22/technology/personaltech/making-your-phone-take-dictation.html
2017-02-21T15:02:44+0000,What Facebook Owes to Journalism,Mark Zuckerberg says he wants to help the news media. Here’s what he needs to do.,"Facebook chief executive Mark Zuckerberg’s manifesto about community, released last week on Facebook, wisely analyzed the state of journalism: He decried sensationalism, and declared that “a strong news industry is also critical to building an informed community.” Giving people a voice, he said, “is not enough without having people dedicated to uncovering new information and analyzing it.” He even noted that “reading local news is directly correlated with local civic engagement.”",Mark Zuckerberg says he wants to help the news media. Here’s what he needs to do.,The New York Times,https://www.nytimes.com/2017/02/21/opinion/what-facebook-owes-to-journalism.html
2017-02-22T00:00:00+0000,The Original Waldorf Salad,,"""Millions who never visited the Waldorf owe him a debt,"" The New York Times wrote in 1950, upon Oscar Tschirky's death. Mr. Tschirky, a Swiss immigrant who became known as ""Oscar of the Waldorf,"" is credited with creating this piece of Americana in 1893, a timeless dish whose popularity has spread far past the Waldorf's exclusive doors and into home kitchens. Over time, variations would include blue cheese, raisins and chopped walnuts, which can be added here alongside the celery and apples. But the original is an exercise in simplicity: four ingredients that have lived on for over a century.",,,https://cooking.nytimes.com/recipes/1018585-the-original-waldorf-salad
